,,,,,,
Date,Open,High,Low,Close*,Adj Close**,Volume
09/06/2023,63.64,64.19,62.79,62.93,62.93,"3,354,100"
08/06/2023,64.89,64.94,61.82,63.46,63.46,"8,579,200"
07/06/2023,64.49,65.21,64.21,64.71,64.71,"3,520,500"
06/06/2023,63.08,64.43,63.01,63.79,63.79,"2,569,500"
05/06/2023,65.37,65.41,64.02,64.03,64.03,"3,038,400"
02/06/2023,64.10,64.36,63.46,64.15,64.15,"6,934,800"
01/06/2023,60.66,63.37,60.63,62.55,62.55,"3,631,400"
31/05/2023,61.48,62.09,60.61,60.63,60.63,"4,040,700"
30/05/2023,62.85,62.97,61.70,62.30,62.30,"6,442,600"
26/05/2023,64.90,64.99,64.36,64.80,64.80,"2,145,100"
25/05/2023,64.46,64.70,63.21,64.09,64.09,"4,322,700"
24/05/2023,65.96,66.24,64.94,65.66,65.66,"3,775,800"
23/05/2023,64.64,65.40,64.50,64.87,64.87,"3,409,700"
22/05/2023,63.59,64.33,63.36,63.91,63.91,"1,645,000"
19/05/2023,64.61,64.66,63.25,63.90,63.90,"2,489,800"
18/05/2023,64.32,64.40,63.58,64.04,64.04,"2,496,600"
17/05/2023,63.87,64.99,63.06,64.60,64.60,"4,276,000"
16/05/2023,63.11,63.54,62.45,62.54,62.54,"1,987,100"
15/05/2023,62.70,63.46,62.37,62.99,62.99,"4,837,800"
12/05/2023,63.21,63.50,61.94,62.07,62.07,"4,068,600"
11/05/2023,63.26,63.62,62.62,63.25,63.25,"4,023,300"
10/05/2023,64.80,64.80,63.59,64.39,64.39,"2,683,700"
09/05/2023,63.84,65.15,63.10,64.87,64.87,"5,831,500"
08/05/2023,64.75,64.89,64.05,64.26,64.26,"3,454,600"
05/05/2023,62.73,63.34,62.61,63.03,63.03,"4,699,400"
04/05/2023,60.50,61.66,59.78,60.70,60.70,"4,997,400"
03/05/2023,61.31,61.39,60.16,60.31,60.31,"12,166,700"
02/05/2023,65.48,65.50,62.99,63.05,63.05,"6,535,700"
01/05/2023,66.34,66.93,65.62,66.55,66.55,"2,939,000"
28/04/2023,65.85,67.60,65.53,67.50,67.50,"3,043,600"
27/04/2023,65.83,66.21,65.16,65.81,65.81,"2,752,700"
26/04/2023,67.18,67.83,65.20,65.36,65.36,"5,692,100"
25/04/2023,68.54,68.57,67.26,67.62,67.62,"2,262,600"
24/04/2023,68.29,69.60,68.11,69.25,69.25,"1,924,400"
21/04/2023,68.58,68.72,67.91,68.21,68.21,"2,620,200"
20/04/2023,67.86,68.34,67.51,67.60,67.60,"3,486,800"
19/04/2023,69.72,69.98,68.86,69.30,69.30,"3,621,100"
18/04/2023,70.92,71.36,70.09,70.73,70.73,"1,468,800"
17/04/2023,71.66,71.85,70.48,70.84,70.84,"2,985,700"
14/04/2023,72.06,72.45,71.34,72.09,72.09,"3,170,400"
13/04/2023,72.36,72.63,71.65,71.80,71.80,"2,790,900"
12/04/2023,71.74,72.65,71.61,72.43,72.43,"4,474,100"
11/04/2023,70.08,71.21,69.97,71.07,71.07,"3,346,800"
10/04/2023,70.23,70.79,69.62,69.76,69.76,"2,884,600"
06/04/2023,70.35,70.49,69.77,70.26,70.26,"2,839,300"
05/04/2023,70.49,70.55,69.68,70.24,70.24,"3,015,000"
04/04/2023,71.13,71.13,69.58,70.27,70.27,"3,592,700"
03/04/2023,69.93,70.70,69.63,70.27,70.27,"8,377,900"
31/03/2023,65.92,66.50,65.26,66.44,66.44,"2,730,700"
30/03/2023,64.81,65.54,64.19,65.32,65.32,"3,295,100"
29/03/2023,65.01,65.35,64.00,64.15,64.15,"2,593,100"
28/03/2023,63.76,64.98,63.76,64.55,64.55,"4,149,500"
27/03/2023,62.24,64.27,61.86,64.15,64.15,"8,701,200"
24/03/2023,60.31,61.25,59.84,60.96,60.96,"3,721,100"
23/03/2023,62.51,63.02,60.90,60.99,60.99,"2,635,500"
22/03/2023,61.39,62.67,60.92,61.61,61.61,"3,512,800"
21/03/2023,60.54,61.32,60.11,61.23,61.23,"3,975,100"
20/03/2023,58.73,59.87,58.05,59.79,59.79,"5,391,600"
17/03/2023,59.94,60.02,57.83,58.66,58.66,"9,071,700"
16/03/2023,58.72,61.09,58.04,60.05,60.05,"8,441,800"
15/03/2023,60.26,60.97,57.94,60.02,60.02,"13,746,500"
14/03/2023,64.02,65.32,62.34,62.93,62.93,"6,367,400"
13/03/2023,64.51,66.82,64.07,65.25,65.25,"5,203,900"
10/03/2023,66.37,67.56,66.20,67.14,67.14,"2,989,500"
09/03/2023,67.90,68.39,66.17,66.24,66.24,"2,436,600"
08/03/2023,67.13,67.85,66.78,67.10,67.10,"3,018,100"
07/03/2023,70.14,70.22,67.56,67.85,67.85,"5,071,200"
06/03/2023,69.29,70.52,69.05,70.49,70.49,"3,977,800"
03/03/2023,67.19,69.91,67.14,69.86,69.86,"5,179,300"
02/03/2023,68.44,68.76,67.89,68.30,68.30,"1,623,900"
01/03/2023,67.14,68.12,66.73,68.07,68.07,"2,577,600"
28/02/2023,67.80,67.93,67.16,67.21,67.21,"1,886,400"
27/02/2023,66.63,66.76,65.73,66.25,66.25,"3,024,800"
24/02/2023,65.56,67.15,65.11,67.10,67.10,"2,593,400"
23/02/2023,66.22,66.65,65.70,66.38,66.38,"2,136,800"
22/02/2023,66.40,66.67,64.89,64.92,64.92,"3,495,600"
21/02/2023,67.50,67.82,66.54,66.69,66.69,"2,432,700"
17/02/2023,66.36,67.26,66.01,67.02,67.02,"3,851,700"
16/02/2023,68.82,69.39,68.42,68.45,68.45,"2,369,700"
15/02/2023,68.79,69.39,67.80,69.02,69.02,"1,907,600"
14/02/2023,68.22,69.63,68.01,69.40,69.40,"1,601,500"
